المفهوم الأكاديمي,رابط المفهوم على سمارتيكل,التخصص الفرعي,عنوان المرجع الأكاديمي,رابط المرجع المباشر,التوثيق المنسق
تصور وتعريف الاقتصاد الدائري الفضائي (CSE),https://smarticle.tech/ar/article/conceptualizing-and-defining-the-circular-space-economy-202605251136,Economics,The circular economy concept and the headline definition of a circular economy,https://doi.org/10.18356/9789213586686c007,"""مفهوم الاقتصاد الدائري والتعريف الرئيسي للاقتصاد الدائري""."
تصور وتعريف الاقتصاد الدائري الفضائي (CSE),https://smarticle.tech/ar/article/conceptualizing-and-defining-the-circular-space-economy-202605251136,Economics,The Circular Economy: Conceptual Definition and Framing for Socially Responsible Stakeholders,https://doi.org/10.46852/0424-2513.2.2024.22,"""الاقتصاد الدائري: التعريف المفاهيمي والإطار لأصحاب المصلحة المسؤولين اجتماعياً""."
كشف نماذج الطبيعة لشبكات النقل: إطار عمل التقليد الحيوي.,https://smarticle.tech/ar/article/unravelling-nature-s-models-for-transportation-network-considering-a-biomim-202605251142,Psychology,Unravelling Nature's Models for Transportation Network: Considering a Biomimicry Framework,https://arxiv.org/abs/2605.23766,"سفيان مدمر وآخرون، ""فهم نماذج الطبيعة لشبكات النقل: النظر في إطار المحاكاة الحيوية"". أرخايف، 2026."
كشف نماذج الطبيعة لشبكات النقل: إطار عمل التقليد الحيوي.,https://smarticle.tech/ar/article/unravelling-nature-s-models-for-transportation-network-considering-a-biomim-202605251142,Psychology,"Nature-Inspired Solutions for Sustainable Mining: Applications of NIAs, Swarm Robotics, and Other Biomimicry-Based Technologies",https://doi.org/10.3390/biomimetics10030181,الحلول الملهمة من الطبيعة للتعدين المستدام: تطبيقات NIAs، وروبوتات السرب، وغيرها من التقنيات القائمة على المحاكاة الحيوية.
كشف نماذج الطبيعة لشبكات النقل: إطار عمل التقليد الحيوي.,https://smarticle.tech/ar/article/unravelling-nature-s-models-for-transportation-network-considering-a-biomim-202605251142,Psychology,Towards a Platform of Investigative Tools for Biomimicry as a New Approach for Energy-Efficient Building Design,https://doi.org/10.3390/buildings7010019,"""نحو منصة لأدوات التحقيق في المحاكاة الحيوية كنهج جديد لتصميم المباني الموفرة للطاقة"". *المباني*، 2017."
كشف نماذج الطبيعة لشبكات النقل: إطار عمل التقليد الحيوي.,https://smarticle.tech/ar/article/unravelling-nature-s-models-for-transportation-network-considering-a-biomim-202605251142,Psychology,A review of drag reduction methods and principles in bionic interface,https://doi.org/10.26599/FRICT.2025.9441033,"""مراجعة لطرق وتقنيات تقليل السحب في الواجهات الحيوية""."
كشف نماذج الطبيعة لشبكات النقل: إطار عمل التقليد الحيوي.,https://smarticle.tech/ar/article/unravelling-nature-s-models-for-transportation-network-considering-a-biomim-202605251142,Psychology,Can the built environment function like nature?,http://journals.openedition.org/factsreports/7186,"""هل يمكن للبيئة المبنية أن تعمل مثل الطبيعة؟"""
التطور المتزامن المدفوع بالمكافآت يولد ديناميات تذبذبية في الرسوم فوق العقدية.,https://smarticle.tech/ar/article/payoff-driven-coevolution-creates-oscillatory-dynamics-in-hypergraphs-202605260735,Sociology,Payoff-Driven Coevolution and Oscillatory Dynamics in Hypergraph,https://arxiv.org/abs/2605.25016,"Yichao Yao, Yuji Zhang, Juan Wu, Minyu Feng, Attila Szolnoki. ""Payoff-Driven Coevolution and Oscillatory Dynamics in Hypergraph"". arxiv, 2026."
التطور المتزامن المدفوع بالمكافآت يولد ديناميات تذبذبية في الرسوم فوق العقدية.,https://smarticle.tech/ar/article/payoff-driven-coevolution-creates-oscillatory-dynamics-in-hypergraphs-202605260735,Sociology,Oscillatory and Excitable Dynamics in an Opinion Model with Group Opinions,https://arxiv.org/abs/2408.13336,"""Oscillatory and Excitable Dynamics in an Opinion Model with Group Opinions"". , ."
التطور المتزامن المدفوع بالمكافآت يولد ديناميات تذبذبية في الرسوم فوق العقدية.,https://smarticle.tech/ar/article/payoff-driven-coevolution-creates-oscillatory-dynamics-in-hypergraphs-202605260735,Sociology,Models of competition and social dilemmas on graphs and hypergraphs,https://core.ac.uk/download/603253690.pdf,Models of competition and social dilemmas on graphs and hypergraphs.
التطور المتزامن المدفوع بالمكافآت يولد ديناميات تذبذبية في الرسوم فوق العقدية.,https://smarticle.tech/ar/article/payoff-driven-coevolution-creates-oscillatory-dynamics-in-hypergraphs-202605260735,Sociology,Voter Models,https://doi.org/10.3389/fcpxs.2023.1298265,"Voter Models. ""Voter Models"". 2023."
التطور المتزامن المدفوع بالمكافآت يولد ديناميات تذبذبية في الرسوم فوق العقدية.,https://smarticle.tech/ar/article/payoff-driven-coevolution-creates-oscillatory-dynamics-in-hypergraphs-202605260735,Sociology,"Public goods games played on hypergraphs, by agents with bounded learning and planning",https://doi.org/10.1016/j.csfx.2023.100099,"Public goods games played on hypergraphs, by agents with bounded learning and planning""."
العدالة في فرص النشاط المكاني بين كبار السن في ناغويا: تحليل مقارن عبر ثلاث أحياء ذات مستويات إيجار مختلفة.,https://smarticle.tech/ar/article/spatial-activity-opportunity-fairness-among-elderly-residents-in-nagoya-a-c-202605260756,Sociology,Spatial Activity Opportunity Fairness among Elderly Residents in Nagoya: A Comparative Analysis across Three Wards with Different Rent Levels,https://arxiv.org/abs/2605.20280,"Shi, Jianhao و Tomio Miwa. ""العدالة في فرص النشاط المكاني بين المقيمين المسنين في ناغويا: تحليل مقارن عبر ثلاثة أحياء مختلفة بمستويات إيجارات مختلفة"". arxiv، 2026."
نموذج الثقة المحدودة القائم على الفائدة لتطور الآراء.,https://smarticle.tech/ar/article/a-utility-driven-bounded-confidence-model-for-opinion-dynamics-202605260804,Sociology,A Utility-Driven Bounded-Confidence Model for Opinion Dynamics,https://arxiv.org/abs/2605.21844,"زيبنمورغن، أ.، رستربو، ج. ج. ""نموذج الثقة المحدودة المدفوع بالمنفعة لديناميكيات الآراء"". أركسف، 2026."
نموذج الثقة المحدودة القائم على الفائدة لتطور الآراء.,https://smarticle.tech/ar/article/a-utility-driven-bounded-confidence-model-for-opinion-dynamics-202605260804,Sociology,An Adaptive Bounded-Confidence Model of Opinion Dynamics on Networks,https://doi.org/10.31235/osf.io/gcxnf,"""نموذج الثقة المحدودة التكيفي لديناميكيات الآراء على الشبكات""."
نموذج الثقة المحدودة القائم على الفائدة لتطور الآراء.,https://smarticle.tech/ar/article/a-utility-driven-bounded-confidence-model-for-opinion-dynamics-202605260804,Sociology,A Bounded-Confidence Model of Opinion Dynamics with Heterogeneous Node-Activity Levels,https://doi.org/10.31235/osf.io/r6asm,"""نموذج الثقة المحدودة لديناميكيات الآراء مع مستويات نشاط عقدة غير متجانسة""."
نموذج الثقة المحدودة القائم على الفائدة لتطور الآراء.,https://smarticle.tech/ar/article/a-utility-driven-bounded-confidence-model-for-opinion-dynamics-202605260804,Sociology,Triadic Transitions of Opinion Dynamics in a Bounded Confidence Model,https://doi.org/10.18564/jasss.5634,"""التحولات الثلاثية لديناميكيات الآراء في نموذج الثقة المحدودة""."
نموذج الثقة المحدودة القائم على الفائدة لتطور الآراء.,https://smarticle.tech/ar/article/a-utility-driven-bounded-confidence-model-for-opinion-dynamics-202605260804,Sociology,Adaptive bounded-confidence model for opinion maximization,https://doi.org/10.31979/etd.rmwc-8wjy,"""نموذج الثقة المحدودة التكيفي لتعظيم الآراء""."
كيف تُنشئ قواعد الشبكة المحلية مسارات أقصر متعددة.,https://smarticle.tech/ar/article/how-local-network-rules-create-multiple-shortest-paths-202605260815,Sociology,Local network evolution rules drive shortest path multiplicity,https://arxiv.org/abs/2605.25237,"فاسكيز، أليكسي. ""قواعد تطور الشبكات المحلية تدفع تعددية المسار الأقصر"". أركسف، 2026."
كيف تُنشئ قواعد الشبكة المحلية مسارات أقصر متعددة.,https://smarticle.tech/ar/article/how-local-network-rules-create-multiple-shortest-paths-202605260815,Sociology,Local Interaction Rules Drive Global Organization of the Human Connectome,https://doi.org/10.20944/preprints202601.0075.v1,"""القواعد المحلية للتفاعل تدفع التنظيم العالمي للاتصال البشري"". بروبرنتس، 2026."
كيف تُنشئ قواعد الشبكة المحلية مسارات أقصر متعددة.,https://smarticle.tech/ar/article/how-local-network-rules-create-multiple-shortest-paths-202605260815,Sociology,"Ants find shortest paths using simple, local rules",https://doi.org/10.3758/s13420-023-00580-6,"""النمل يجد المسارات الأقصر باستخدام قواعد محلية وبسيطة""."
نموذج وكيل موجه بالـ LLM لديناميكيات تبني الطاقة الشمسية السكنية.,https://smarticle.tech/ar/article/llm-guided-agent-model-for-residential-solar-adoption-dynamics-202605260835,Economics,An Analytics Framework for Modeling Residential Photovoltaic Adoption and Decision Dynamics,https://arxiv.org/abs/2605.22699,"كانيجو كالاو-بويكس، راؤول تورال، بير كولي. ""إطار تحليلي لنمذجة اعتماد وتفاعلات القرار الخاصة بالطاقة الكهروضوئية السكنية"". أركسف، 2026."
نموذج وكيل موجه بالـ LLM لديناميكيات تبني الطاقة الشمسية السكنية.,https://smarticle.tech/ar/article/llm-guided-agent-model-for-residential-solar-adoption-dynamics-202605260835,Economics,PVAdoptAgent: Simulating Residential Photovoltaic Adoption via an LLM Framework with Dynamic Decision Intervals,https://doi.org/10.1109/gaiis69281.2026.11519129,PVAdoptAgent: محاكاة اعتماد الطاقة الكهروضوئية السكنية عبر إطار عمل نماذج اللغة الكبيرة بفترات قرار ديناميكية.
نموذج وكيل موجه بالـ LLM لديناميكيات تبني الطاقة الشمسية السكنية.,https://smarticle.tech/ar/article/llm-guided-agent-model-for-residential-solar-adoption-dynamics-202605260835,Economics,Modeling residential photovoltaic adoption: A system dynamics approach for solar energy expansion,https://doi.org/10.1016/j.enpol.2024.114133,"""نمذجة اعتماد الطاقة الكهروضوئية السكنية: نهج ديناميكا الأنظمة لتوسيع الطاقة الشمسية"". سياسات الطاقة، 2024."
نموذج وكيل موجه بالـ LLM لديناميكيات تبني الطاقة الشمسية السكنية.,https://smarticle.tech/ar/article/llm-guided-agent-model-for-residential-solar-adoption-dynamics-202605260835,Economics,Spatial pattern analysis and modeling of residential adoption of photovoltaic system in Florida,https://doi.org/10.1007/s43937-025-00112-5,"""التحليل النمطي المكاني ونمذجة اعتماد الأنظمة الكهروضوئية السكنية في فلوريدا""."
نموذج وكيل موجه بالـ LLM لديناميكيات تبني الطاقة الشمسية السكنية.,https://smarticle.tech/ar/article/llm-guided-agent-model-for-residential-solar-adoption-dynamics-202605260835,Economics,PVactVal: A Validation Approach for Agent-based Modeling of Residential Photovoltaic Adoption,https://doi.org/10.1109/eem54602.2022.9921039,"""PVactVal: نهج للتحقق من نماذج العوامل المؤثرة في اعتماد الطاقة الكهروضوئية السكنية""."
إطار أوردونومي لحوكمة الذكاء الاصطناعي والقواعد المتوافقة مع الحوافز.,https://smarticle.tech/ar/article/ordonomic-framework-for-ai-governance-and-incentive-compatible-rules-202605261031,Economics,"Artificial Intelligence as a Socio-Economic Dilemma: Ordonomic Diagnosis–Reflection–Design for Education, Work and Governance",https://doi.org/10.5771/2944-3741-2026-1-30,"باب، ج.، هومان، ك.، وسوخانيك، أ. ""الذكاء الاصطناعي كمعضلة اجتماعية اقتصادية: التشخيص Ordonomic – التأمل – التصميم للتعليم والعمل والحكم"". دواج، 2026."
إطار أوردونومي لحوكمة الذكاء الاصطناعي والقواعد المتوافقة مع الحوافز.,https://smarticle.tech/ar/article/ordonomic-framework-for-ai-governance-and-incentive-compatible-rules-202605261031,Economics,Dimensions of the AI Divide: Digital Inequality and Psychological Consequences,https://doi.org/10.1002/aiv2.70002,أبعاد الفجوة في الذكاء الاصطناعي: عدم المساواة الرقمية والعواقب النفسية.
إطار أوردونومي لحوكمة الذكاء الاصطناعي والقواعد المتوافقة مع الحوافز.,https://smarticle.tech/ar/article/ordonomic-framework-for-ai-governance-and-incentive-compatible-rules-202605261031,Economics,Preference Drift in AI Agents: How Work Design Affects Behavioral Alignment,https://doi.org/10.70175/hclreview.2020.33.4.5,انحراف التفضيلات في وكلاء الذكاء الاصطناعي: كيف يؤثر تصميم العمل على محاذاة السلوك.
إطار أوردونومي لحوكمة الذكاء الاصطناعي والقواعد المتوافقة مع الحوافز.,https://smarticle.tech/ar/article/ordonomic-framework-for-ai-governance-and-incentive-compatible-rules-202605261031,Economics,Artificial intelligence is creating a new global linguistic hierarchy,https://arxiv.org/abs/2602.12018,الذكاء الاصطناعي يخلق تسلسلاً لغوياً عالمياً جديداً.
إطار أوردونومي لحوكمة الذكاء الاصطناعي والقواعد المتوافقة مع الحوافز.,https://smarticle.tech/ar/article/ordonomic-framework-for-ai-governance-and-incentive-compatible-rules-202605261031,Economics,"AI-Augmented Mobile and Data-Driven Decision Making in Business: Mapping Global Research Trends for Decent Work, Economic Growth, and Innovation",https://doi.org/10.3991/ijim.v20i07.61107,اتخاذ القرارات في الأعمال التجارية المعززة بالذكاء الاصطناعي والبيانات: رسم خرائط للاتجاهات البحث العالمية للعمل اللائق والنمو الاقتصادي والابتكار.
وسائل التواصل الاجتماعي كحل فعال للتعامل مع انتهاكات مدونة الأخلاق المهنية: نظرة عامة على انتهاكات مدونة أخلاق الشرطة.,https://smarticle.tech/ar/article/social-media-as-an-effective-solution-to-dealing-with-violations-of-the-pro-202605261046,Law,Social Media as an Effective Solution to Dealing with Violations of the Professional Code of Ethics: An Overview of Violations of the Police Code of E,https://doi.org/10.15294/imrev.v2i2.69254,النصوص:
وسائل التواصل الاجتماعي كحل فعال للتعامل مع انتهاكات مدونة الأخلاق المهنية: نظرة عامة على انتهاكات مدونة أخلاق الشرطة.,https://smarticle.tech/ar/article/social-media-as-an-effective-solution-to-dealing-with-violations-of-the-pro-202605261046,Law,IMPLEMENTATION OF POLICE REGULATION NUMBER 7 OF 2022 CONCERNING THE PROFESSIONAL CODE OF ETHICS AND THE POLICE CODE OF ETHICS COMMISSION AGAINST VIOLA,https://doi.org/10.31435/rsglobal_ijitss/30092022/7865,وسائل التواصل الاجتماعي كحل فعال للتعامل مع انتهاكات مدونة الأخلاقيات المهنية: نظرة عامة على انتهاكات مدونة أخلاقيات الشرطة. *doaj*، 2023.
وسائل التواصل الاجتماعي كحل فعال للتعامل مع انتهاكات مدونة الأخلاق المهنية: نظرة عامة على انتهاكات مدونة أخلاق الشرطة.,https://smarticle.tech/ar/article/social-media-as-an-effective-solution-to-dealing-with-violations-of-the-pro-202605261046,Law,Testing the effect of police forces' social media use,https://doi.org/10.1257/rct.17173,تنفيذ اللائحة التنظيمية للشرطة رقم 7 لعام 2022 بشأن مدونة الأخلاقيات المهنية ومدونة أخلاقيات الشرطة ولجنة الأخلاقيات ضد انتهاكات أعضاء الشرطة.
وسائل التواصل الاجتماعي كحل فعال للتعامل مع انتهاكات مدونة الأخلاق المهنية: نظرة عامة على انتهاكات مدونة أخلاق الشرطة.,https://smarticle.tech/ar/article/social-media-as-an-effective-solution-to-dealing-with-violations-of-the-pro-202605261046,Law,"Social Media, Police–Citizen Interaction on",https://doi.org/10.4135/9781452274102.n317,اختبار تأثير استخدام قوات الشرطة لوسائل التواصل الاجتماعي.
بروتوكول استعادة الحزم التعاوني يعزز موثوقية بث الفيديو.,https://smarticle.tech/ar/article/cooperative-packet-recovery-protocol-boosts-video-streaming-reliability-202605261227,Media,Modeling and Analysis of Cooperative Packet Recovery Protocol,https://doi.org/10.1109/ACCESS.2024.3389738,نمذجة وتحليل بروتوكول استرداد الحزم التعاوني. *doaj*، 2024.
بروتوكول استعادة الحزم التعاوني يعزز موثوقية بث الفيديو.,https://smarticle.tech/ar/article/cooperative-packet-recovery-protocol-boosts-video-streaming-reliability-202605261227,Media,Implementation of a protocol for cooperative packet recovery over hybrid networks,https://doi.org/10.1145/2505469.2505479,تنفيذ بروتوكول لاسترداد الحزم التعاوني عبر الشبكات الهجينة.
بروتوكول استعادة الحزم التعاوني يعزز موثوقية بث الفيديو.,https://smarticle.tech/ar/article/cooperative-packet-recovery-protocol-boosts-video-streaming-reliability-202605261227,Media,A cooperative packet recovery protocol for multicast video,https://doi.org/10.1109/icnp.1997.643726,"بروتوكول استرداد الحزم التعاوني للبث المتعدد للفيديو"". ICNP، 1997."
بروتوكول استعادة الحزم التعاوني يعزز موثوقية بث الفيديو.,https://smarticle.tech/ar/article/cooperative-packet-recovery-protocol-boosts-video-streaming-reliability-202605261227,Media,Cooperative wireless communications: Protocol design and performance analysis,https://doi.org/10.33915/etd.2931,"الاتصالات اللاسلكية التعاونية: تصميم البروتوكول وتحليل الأداء""."
بروتوكول استعادة الحزم التعاوني يعزز موثوقية بث الفيديو.,https://smarticle.tech/ar/article/cooperative-packet-recovery-protocol-boosts-video-streaming-reliability-202605261227,Media,Cooperative packet recovery in enterprise WLANs,https://doi.org/10.1109/infcom.2013.6566928,"استرداد الحزم التعاوني في شبكات WLANs المؤسسية""."
الفروق بين الجنسين في تأثير سمات المثلث المظلم على الغش الأكاديمي: الدور الوسيط للانفصال الأخلاقي لدى طلاب الجامعات.,https://smarticle.tech/ar/article/gender-based-differences-in-the-impact-of-dark-triad-traits-on-academic-dis-202605261254,Psychology,Gender-based differences in the impact of Dark Triad traits on academic dishonesty: The mediating role of moral disengagement in college students,https://doi.org/10.1016/j.heliyon.2023.e23322,الفروق بين الجنسين في تأثير سمات الثلاثي المظلم على الغش الأكاديمي: الدور الوسيط للانفصال الأخلاقي لدى طلاب الكليات. *هيلييون*، 2024.
الفروق بين الجنسين في تأثير سمات المثلث المظلم على الغش الأكاديمي: الدور الوسيط للانفصال الأخلاقي لدى طلاب الجامعات.,https://smarticle.tech/ar/article/gender-based-differences-in-the-impact-of-dark-triad-traits-on-academic-dis-202605261254,Psychology,Unveiling the Nexus between Dark Triad Personality Traits and Academic Dishonesty: The Parallel Mediation of Moral Disengagement and Academic Entitlem,https://doi.org/10.61506/02.00175,كشف العلاقة بين سمات الشخصية الثلاثي المظلم والغش الأكاديمي: الوساطة المتوازية للانفصال الأخلاقي والاستحقاق الأكاديمي والتأثير المعدل لمدى سهولة 접근 المعلم.
الفروق بين الجنسين في تأثير سمات المثلث المظلم على الغش الأكاديمي: الدور الوسيط للانفصال الأخلاقي لدى طلاب الجامعات.,https://smarticle.tech/ar/article/gender-based-differences-in-the-impact-of-dark-triad-traits-on-academic-dis-202605261254,Psychology,"Predicting Academic Dishonesty: The Role of Psychopathic Traits, Perception of Academic Dishonesty, Moral Disengagement and Motivation",https://doi.org/10.1007/s10805-024-09506-x,التنبؤ بالغش الأكاديمي: دور سمات الفصام الاجتماعي، وإدراك الغش الأكاديمي، والانفصال الأخلاقي والدافع.
الفروق بين الجنسين في تأثير سمات المثلث المظلم على الغش الأكاديمي: الدور الوسيط للانفصال الأخلاقي لدى طلاب الجامعات.,https://smarticle.tech/ar/article/gender-based-differences-in-the-impact-of-dark-triad-traits-on-academic-dis-202605261254,Psychology,Understanding Academic Dishonesty in University Settings: The Interplay of Dark Triad Traits and Moral Disengagement,https://doi.org/10.1080/00221325.2023.2297850,فهم الغش الأكاديمي في بيئات الجامعات: التفاعل بين سمات الثلاثي المظلم والانفصال الأخلاقي. *مجلة التربية التجريبية*، 2023.
استراتيجية التواصل تحول أهداف التعليم في الهدف الرابع للتنمية المستدامة.,https://smarticle.tech/ar/article/communication-strategy-transforms-sdg-4-education-goals-202605281402,Media,Editorial: Towards 2030: sustainable development goal 4: quality education. A communication perspective,https://doi.org/10.3389/fcomm.2023.1328002,"مجلس تحرير مجلة ""فرونتيرز إن كوميونيكشن"" (Frontiers in Communication). ""مقال افتتاحي: نحو عام 2030: الهدف الرابع من أهداف التنمية المستدامة: التعليم الجيد. منظور اتصالي"". مجلة ""فرونتيرز إن كوميونيكشن"" (Frontiers in Communication)، 2023."
استراتيجية التواصل تحول أهداف التعليم في الهدف الرابع للتنمية المستدامة.,https://smarticle.tech/ar/article/communication-strategy-transforms-sdg-4-education-goals-202605281402,Media,Facilitator positioning work in a Chinese-U.S. high school virtual exchange: “a way to learn about themselves in the world”,https://doi.org/10.1108/QEA-03-2025-0015,"العمل على positioning الميسر في تبادل افتراضي بين مدرسة ثانوية صينية وأمريكية: ""طريقة للتعرف على أنفسهم في العالم""."
استراتيجية التواصل تحول أهداف التعليم في الهدف الرابع للتنمية المستدامة.,https://smarticle.tech/ar/article/communication-strategy-transforms-sdg-4-education-goals-202605281402,Media,Arab countries and the global education agenda 2030: Incomplete path,https://doi.org/10.18502/gespr.v2i1.9306,الدول العربية والجدول الزمني العالمي للتعليم 2030: مسار غير مكتمل.
استراتيجية التواصل تحول أهداف التعليم في الهدف الرابع للتنمية المستدامة.,https://smarticle.tech/ar/article/communication-strategy-transforms-sdg-4-education-goals-202605281402,Media,Sustainable Development Goals and UNESCO World Heritage Sites in Australia and the Pacific: The Role of Education,https://doi.org/10.1007/978-981-99-3802-5_2,أهداف التنمية المستدامة والمواقع التراثية العالمية لليونسكو في أستراليا والمحيط الهادئ: دور التعليم.
استراتيجية التواصل تحول أهداف التعليم في الهدف الرابع للتنمية المستدامة.,https://smarticle.tech/ar/article/communication-strategy-transforms-sdg-4-education-goals-202605281402,Media,A Monitoring Strategy for UNESCO&amp;amp;#39;s Sustainable Development Goals on Global Citizenship Education and Education for Sustainable Development,https://doi.org/10.3102/ip.23.2014670,استراتيجية للرصد لأهداف اليونسكو للتنمية المستدامة المتعلقة بتعليم المواطنة العالمية والتعليم من أجل التنمية المستدامة.
بولندا 1989: التضخم الفائق: صدمة تحرير الأسعار المدبرة سياسياً.,https://smarticle.tech/ar/article/poland-1989-hyperinflation-politically-engineered-price-liberalization-shoc-202605281441,Economics,The Puzzle of Hyperinflation in Poland in 1989,https://doi.org/10.15611/pn.2026.1.09,"The Puzzle of Hyperinflation in Poland in 1989. doaj, 2026."
بولندا 1989: التضخم الفائق: صدمة تحرير الأسعار المدبرة سياسياً.,https://smarticle.tech/ar/article/poland-1989-hyperinflation-politically-engineered-price-liberalization-shoc-202605281441,Economics,In praise of Sorensen’s ‘blockage theory’ on shadows,https://doi.org/10.4013/fsu.2018.192.07,"In praise of Sorensen’s ‘blockage theory’ on shadows""."
بولندا 1989: التضخم الفائق: صدمة تحرير الأسعار المدبرة سياسياً.,https://smarticle.tech/ar/article/poland-1989-hyperinflation-politically-engineered-price-liberalization-shoc-202605281441,Economics,The surprising decline of international mediation in armed conflicts,https://doi.org/10.1177/2053168020917243,"The surprising decline of international mediation in armed conflicts""."
بولندا 1989: التضخم الفائق: صدمة تحرير الأسعار المدبرة سياسياً.,https://smarticle.tech/ar/article/poland-1989-hyperinflation-politically-engineered-price-liberalization-shoc-202605281441,Economics,"M. Clavel-Leveque. Puzzle Gauloix. Les Gaules en mémoire. Images. Textes.. Histoire. París. Les Belles Lettres, 1989 (Annales Littéraires de lÚniversi",https://revistas.ucm.es/index.php/GERI/article/view/15537,"Clavel-Leveque, M. ""Puzzle Gauloix. Les Gaules en mémoire. Images. Textes."". Les Belles Lettres, 1989."
بولندا 1989: التضخم الفائق: صدمة تحرير الأسعار المدبرة سياسياً.,https://smarticle.tech/ar/article/poland-1989-hyperinflation-politically-engineered-price-liberalization-shoc-202605281441,Economics,"Going Public with Notes on Close Cousins, Food Sovereignty, and Dignity",https://doi.org/10.5304/jafscd.2018.08A.015,"""Going Public with Notes on Close Cousins, Food Sovereignty, and Dignity"". , ."
الوصول المعرفي يكشف عن عدم المساواة الخفي في جامعات SADC.,https://smarticle.tech/ar/article/epistemic-access-reveals-hidden-inequality-in-sadc-universities-202606022352,Education,Deconstructing inequalities in higher education institutions within the SADC region,https://doi.org/10.3389/feduc.2026.1745790,تفكيك اللامساواة في مؤسسات التعليم العالي داخل منطقة SADC.
الوصول المعرفي يكشف عن عدم المساواة الخفي في جامعات SADC.,https://smarticle.tech/ar/article/epistemic-access-reveals-hidden-inequality-in-sadc-universities-202606022352,Education,Chapter 8 Towards an Enhanced Higher Education System in the SADC,https://doi.org/10.3726/978-3-0353-0461-9/12,نحو نظام تعليم عالي محسّن في منطقة SADC.
الوصول المعرفي يكشف عن عدم المساواة الخفي في جامعات SADC.,https://smarticle.tech/ar/article/epistemic-access-reveals-hidden-inequality-in-sadc-universities-202606022352,Education,The Crisis of Extreme Inequality in SADC: Fighting austerity and the pandemic,https://doi.org/10.21201/2022.8793,أزمة اللامساواة المتطرفة في SADC: مكافحة التقشف وجائحة كورونا.
الوصول المعرفي يكشف عن عدم المساواة الخفي في جامعات SADC.,https://smarticle.tech/ar/article/epistemic-access-reveals-hidden-inequality-in-sadc-universities-202606022352,Education,A Comparative Analysis of Language Policy and Planning in the SADC-Region,https://doi.org/10.1163/9789004516724_003,تحليل مقارن للسياسة والتخطيط اللغويين في منطقة SADC.
الوصول المعرفي يكشف عن عدم المساواة الخفي في جامعات SADC.,https://smarticle.tech/ar/article/epistemic-access-reveals-hidden-inequality-in-sadc-universities-202606022352,Education,"Benefits of Distance Education for Overcoming Cultural Disparities, Opening Universities to Persons with Disabilities, and Ensuring Inclusive Higher E",https://doi.org/10.1163/9789004540019_003,فوائد التعليم عن بعد للتغلب على الفوارق الثقافية، وفتح الجامعات أمام الأشخاص ذوي الإعاقة، وضمان التعليم العالي الشامل.
