المفهوم الأكاديمي,رابط المفهوم على سمارتيكل,التخصص الفرعي,عنوان المرجع الأكاديمي,رابط المرجع المباشر,التوثيق المنسق
الفشل أساساً للنظريات الأخلاقية؟: نحو الميتافيزيقا الجدلية ما بعد الأخلاق لميخائيل شتاينمان,https://smarticle.tech/ar/article/selhani-zakladem-moralnich-teorii-k-dialekticke-metaetice-michaela-steinman-202605241156,Contemporary Philosophy,Atletické soutěžení jako sokratovská filosofie Athletic competition as Socratic philosophy,http://www.gymnica.upol.cz/index.php/gymnica/article/view/79,"المنافسةُ الرياضيةُ بوصفها فلسفةً سقراطيةً. ""Athletic competition as Socratic philosophy""."
الفشل أساساً للنظريات الأخلاقية؟: نحو الميتافيزيقا الجدلية ما بعد الأخلاق لميخائيل شتاينمان,https://smarticle.tech/ar/article/selhani-zakladem-moralnich-teorii-k-dialekticke-metaetice-michaela-steinman-202605241156,Contemporary Philosophy,Research Publication,https://doi.org/10.3860/kk.v0i10.468,"قصائد. ""Poems"". [بدون معلومات إضافية]."
الفشل أساساً للنظريات الأخلاقية؟: نحو الميتافيزيقا الجدلية ما بعد الأخلاق لميخائيل شتاينمان,https://smarticle.tech/ar/article/selhani-zakladem-moralnich-teorii-k-dialekticke-metaetice-michaela-steinman-202605241156,Contemporary Philosophy,Bernard Williams: Removal of Slave Morality,https://core.ac.uk/download/401843518.pdf,"برنارد ويليامز: إزالةِ الأخلاقِ العبوديةِ""."
الفشل أساساً للنظريات الأخلاقية؟: نحو الميتافيزيقا الجدلية ما بعد الأخلاق لميخائيل شتاينمان,https://smarticle.tech/ar/article/selhani-zakladem-moralnich-teorii-k-dialekticke-metaetice-michaela-steinman-202605241156,Contemporary Philosophy,SILAC-based proteomic profiling of the human MDA-MB-231 metastatic breast cancer cell line in response to the two antitumoral lactoferrin isoforms: th,https://doi.org/10.1371/journal.pone.0104563,"التوصيفُ البروتوميكيُّ القائمُ على تقنيةِ SILAC للخطِّ الخلويِّ MDA-MB-231 لسرطانِ الثديِ المنتشرِ البشريِّ استجابةً للنمطينِ المتضادّينِ من اللاكتوفيرينِ المضادّينِ للورمِ: اللاكتوفيرينِ الإفرازيِّ واللاكتوفيرينِ intracellular delta-اللاكتوفيرينِ"". بلوس وان، 2014."
فحص حل غريكو لمشكلة ‘النفايات’ في,https://smarticle.tech/ar/article/examining-grecos-solution-to-the-garbage-problem-in-202605251543,Ancient Philosophy,"Examining Greco’s Solution to ‘The Garbage Problem’ in
the Epistemology of Testimony",https://doi.org/10.22091/jptr.2024.10010.2958,"فحص حل غريكو لمشكلة ""النفايات"" في إبستمولوجيا الشهادة. دواج، 2024."
التروي، القواعد، والنظرية المعرفة التنظيمية,https://smarticle.tech/ar/article/prudence-rules-and-regulative-epistemology-202605251550,Ethics,"Prudence, Rules, and Regulative Epistemology",https://doi.org/10.3390/philosophies8050091,"الفلسفات. ""الحكمة، القواعد، والإبستمولوجيا التنظيمية"". *فلسفات*، 2023."
التروي، القواعد، والنظرية المعرفة التنظيمية,https://smarticle.tech/ar/article/prudence-rules-and-regulative-epistemology-202605251550,Ethics,Regulative Epistemology in the Seventeenth Century,https://doi.org/10.1093/oso/9780190847289.003.0002,الإبستمولوجيا التنظيمية في القرن السابع عشر.
التروي، القواعد، والنظرية المعرفة التنظيمية,https://smarticle.tech/ar/article/prudence-rules-and-regulative-epistemology-202605251550,Ethics,Prudential Rules,https://doi.org/10.1017/cbo9780511498787.003,"""القواعد الحكيمة"". *التاريخ الاقتصادي الكامبريدجي للولايات المتحدة*، د.ت."
التروي، القواعد، والنظرية المعرفة التنظيمية,https://smarticle.tech/ar/article/prudence-rules-and-regulative-epistemology-202605251550,Ethics,Virtues and Rules in Epistemology,https://doi.org/10.1093/oso/9780195140774.003.0008,الفضائل والقواعد في الإبستمولوجيا.
التروي، القواعد، والنظرية المعرفة التنظيمية,https://smarticle.tech/ar/article/prudence-rules-and-regulative-epistemology-202605251550,Ethics,The case for rules in reasoning,https://doi.org/10.4324/9780203763230-25,الحجة لصالح القواعد في التفكير.
ترجمة شبكة بيتري الزمنية إلى PROMELA للأنظمة الزمنية الحقيقية.,https://smarticle.tech/ar/article/timed-petri-net-to-promela-translation-for-real-time-systems-202605261201,Logic,An automated qualitative analysis of real-time systems using Timed Petri net and SPIN,https://doi.org/10.1080/23311916.2024.2375100,التحليل النوعي الآلي للأنظمة الزمنية الحقيقية باستخدام شبكات بيتري الزمنية وأداة سبين. دواج، 2024.
ترجمة شبكة بيتري الزمنية إلى PROMELA للأنظمة الزمنية الحقيقية.,https://smarticle.tech/ar/article/timed-petri-net-to-promela-translation-for-real-time-systems-202605261201,Logic,Verification of Safety and Liveness on Process Management System using Spin Model Checker,https://doi.org/10.1109/icet59753.2023.10375005,التحقق من السلامة والحيوية في نظام إدارة العمليات باستخدام أداة سبين للتحقق من النماذج. آي تريب إي، 2023.
ترجمة شبكة بيتري الزمنية إلى PROMELA للأنظمة الزمنية الحقيقية.,https://smarticle.tech/ar/article/timed-petri-net-to-promela-translation-for-real-time-systems-202605261201,Logic,Verifying Real-Time Embedded Software by Means of Automated State-based Online Testing and the SPIN Model Checker—Application to RTEdge Models,https://doi.org/10.22215/etd/2013-09934,التحقق من البرمجيات المضمنة الزمنية الحقيقية بوسائل الاختبار الآلي القائم على الحالة عبر الإنترنت وأداة سبين للتحقق من النماذج—تطبيق على نماذج آر تي إيدج.
ترجمة شبكة بيتري الزمنية إلى PROMELA للأنظمة الزمنية الحقيقية.,https://smarticle.tech/ar/article/timed-petri-net-to-promela-translation-for-real-time-systems-202605261201,Logic,Verification of a Dynamic Channel Model using the SPIN Model Checker,https://doi.org/10.3233/978-1-60750-774-1-35,التحقق من نموذج القناة الديناميكي باستخدام أداة سبين للتحقق من النماذج.
ترجمة شبكة بيتري الزمنية إلى PROMELA للأنظمة الزمنية الحقيقية.,https://smarticle.tech/ar/article/timed-petri-net-to-promela-translation-for-real-time-systems-202605261201,Logic,Formal verification of real-time software by symbolic model-checker,https://doi.org/10.1109/csd.1998.657543,التحقق الرسمي للبرمجيات الزمنية الحقيقية بواسطة أداة التحقق من النماذج الرمزية.
الاستنتاج المتعالي للفئات كبرهان فلسفي,https://smarticle.tech/ar/article/the-transcendental-deduction-of-categories-as-philosophical-proof-202605261217,Modern Philosophy,The Transcendental Deduction of Categories as Philosophical Proof,https://doi.org/10.5922/0207-6918-2023-3-4,"كانط، إيمانويل. ""الاستدلال الاستنباطي المتعالي للمقولات كدليل فلسفي"". دواج، 2023."
الاستنتاج المتعالي للفئات كبرهان فلسفي,https://smarticle.tech/ar/article/the-transcendental-deduction-of-categories-as-philosophical-proof-202605261217,Modern Philosophy,The Transcendental Deduction of the Categories,https://doi.org/10.4324/9780429196430-5,"""الاستدلال الاستنباطي المتعالي للمقولات""."
الاستنتاج المتعالي للفئات كبرهان فلسفي,https://smarticle.tech/ar/article/the-transcendental-deduction-of-categories-as-philosophical-proof-202605261217,Modern Philosophy,Two-Steps-in-One-Proof: The Structure of the Transcendental Deduction of the Categories,https://doi.org/10.1353/hph.1990.0091,"""خطوتان في دليل واحد: بنية الاستدلال الاستنباطي المتعالي للمقولات""."
الاستنتاج المتعالي للفئات كبرهان فلسفي,https://smarticle.tech/ar/article/the-transcendental-deduction-of-categories-as-philosophical-proof-202605261217,Modern Philosophy,From the unity of sensible intuition to the sensible unity of intuition: revisiting the proof-structure of Kant’s B-Deduction argument,https://doi.org/10.7203/REK.4.1.12644,"""من وحدة الحدس الحسي إلى الوحدة الحسية للحدس: إعادة النظر في بنية هيكل الدليل في حجة كانط في الاستدلال الاستنباطي ب""."
الاستنتاج المتعالي للفئات كبرهان فلسفي,https://smarticle.tech/ar/article/the-transcendental-deduction-of-categories-as-philosophical-proof-202605261217,Modern Philosophy,The Transcendental Deduction of the Categories I,https://doi.org/10.1093/acprof:oso/9780199381166.003.0006,"""الاستدلال الاستنباطي المتعالي للمقولات 1""."
نظرية الوجود المتدرج لمولى صَدْرَى لتبرير المعرفة.,https://smarticle.tech/ar/article/mulla-sadra-graded-existence-theory-for-knowledge-justification-202605261237,Islamic Philosophy,Ontological Analysis of the Knowledge in Transcendent Philosophy and Its Relation to the Correspondence Theory,https://doi.org/10.30465/cw.2025.51215.2092,التحليل الأنطولوجي للمعرفة في الفلسفة المتعالية وعلاقتها بنظرية التطابق.
نظرية الوجود المتدرج لمولى صَدْرَى لتبرير المعرفة.,https://smarticle.tech/ar/article/mulla-sadra-graded-existence-theory-for-knowledge-justification-202605261237,Islamic Philosophy,Explaining the Ontological Differences between Islamic Transcendent Philosophy and Emergentism on the Soul-Body Problem,https://doi.org/10.58209/jpt.1.4.265,شرح الفروق الأنطولوجية بين الفلسفة المتعالية الإسلامية والظهورية حول مسألة النفس والجسد.
نظرية الوجود المتدرج لمولى صَدْرَى لتبرير المعرفة.,https://smarticle.tech/ar/article/mulla-sadra-graded-existence-theory-for-knowledge-justification-202605261237,Islamic Philosophy,Ontology of Intentionality and Primacy of Existence,https://doi.org/10.1007/978-3-030-39884-2_3,أنطولوجيا القصدية وأولية الوجود.
نظرية الوجود المتدرج لمولى صَدْرَى لتبرير المعرفة.,https://smarticle.tech/ar/article/mulla-sadra-graded-existence-theory-for-knowledge-justification-202605261237,Islamic Philosophy,Mulla Sadra and the Problem of Knowledge,https://doi.org/10.4324/9781315596211-7,الملا صدرا ومسألة المعرفة.
نظرية الوجود المتدرج لمولى صَدْرَى لتبرير المعرفة.,https://smarticle.tech/ar/article/mulla-sadra-graded-existence-theory-for-knowledge-justification-202605261237,Islamic Philosophy,Mulla Sadra and Metaphysics,https://doi.org/10.4324/9780203879542,الملا صدرا والميتافيزيقا.
تبرير جرونبرغ المباشر وغير المباشر للحدس,https://smarticle.tech/ar/article/grunberg-s-direct-indirect-justification-of-intuition-202605261246,Epistemology,Sezgisel Bilginin Gerekçelendirilebilirliği Üzerine: Klasik ve Modern Epistemolojide Analitik Bir İnceleme,https://doi.org/10.58634/felsefedunyasi.1686797,حول مبررات المعرفة الحدسية: دراسة تحليلية في الإبستمولوجيا الكلاسيكية والحديثة.
تبرير جرونبرغ المباشر وغير المباشر للحدس,https://smarticle.tech/ar/article/grunberg-s-direct-indirect-justification-of-intuition-202605261246,Epistemology,Prospects For Peircean Epistemic Infinitism,https://core.ac.uk/download/210995411.pdf,آفاق Infinitism الإبستمي عند بيرس.
تبرير جرونبرغ المباشر وغير المباشر للحدس,https://smarticle.tech/ar/article/grunberg-s-direct-indirect-justification-of-intuition-202605261246,Epistemology,Deliberative Indispensability and Epistemic Justification,https://doi.org/10.1093/acprof:oso/9780198738695.003.0005,الضرورة التداولية والمبررات الإبستمية.
تبرير جرونبرغ المباشر وغير المباشر للحدس,https://smarticle.tech/ar/article/grunberg-s-direct-indirect-justification-of-intuition-202605261246,Epistemology,"Immediate Justification, Perception, and Intuition",https://doi.org/10.1093/acprof:oso/9780199899494.003.0004,المبررات الفورية والإدراك والحدس.
تبرير جرونبرغ المباشر وغير المباشر للحدس,https://smarticle.tech/ar/article/grunberg-s-direct-indirect-justification-of-intuition-202605261246,Epistemology,"INTUITIONS, SIMPLICITY AND EXTRAPOLATION FROM CONCEPTS",https://doi.org/10.22201/iifs.18704905e.2019.08,الحدوس والبساطة والاستدلال من المفاهيم.
أنطولوجيا ابن سينا تدحض حجة الإخفاء الإلهي لسشلنبرغ.,https://smarticle.tech/ar/article/avicenna-s-ontology-refutes-schellenberg-s-divine-hiddenness-argument-202605261410,Logic,A Critical Evaluation of Schellenberg’s Divine Hiddenness Argument Based on Avicenna’s Ontological and Epistemological Foundations,https://doi.org/10.22091/jptr.2024.10870.3076,"A Critical Evaluation of Schellenberg’s Divine Hiddenness Argument Based on Avicenna’s Ontological and Epistemological Foundations. ""A Critical Evaluation of Schellenberg’s Divine Hiddenness Argument Based on Avicenna’s Ontological and Epistemological Foundations"". Source, 2025."
أنطولوجيا ابن سينا تدحض حجة الإخفاء الإلهي لسشلنبرغ.,https://smarticle.tech/ar/article/avicenna-s-ontology-refutes-schellenberg-s-divine-hiddenness-argument-202605261410,Logic,God as victim of human sin: a sin-based response to J. L. Schellenberg’s hiddenness argument,https://doi.org/10.1093/jts/flag016,"""God as victim of human sin: a sin-based response to J. L. Schellenberg’s hiddenness argument"". , ."
أنطولوجيا ابن سينا تدحض حجة الإخفاء الإلهي لسشلنبرغ.,https://smarticle.tech/ar/article/avicenna-s-ontology-refutes-schellenberg-s-divine-hiddenness-argument-202605261410,Logic,On the concept of ‘God’ and Schellenberg’s divine hiddenness argument,https://doi.org/10.1007/s11153-026-09993-5,"On the concept of ‘God’ and Schellenberg’s divine hiddenness argument""."
أنطولوجيا ابن سينا تدحض حجة الإخفاء الإلهي لسشلنبرغ.,https://smarticle.tech/ar/article/avicenna-s-ontology-refutes-schellenberg-s-divine-hiddenness-argument-202605261410,Logic,Divine Love and the Argument from Divine Hiddenness,https://doi.org/10.24204/ejpr.v6i2.180,"""Divine Love and the Argument from Divine Hiddenness"". , ."
أنطولوجيا ابن سينا تدحض حجة الإخفاء الإلهي لسشلنبرغ.,https://smarticle.tech/ar/article/avicenna-s-ontology-refutes-schellenberg-s-divine-hiddenness-argument-202605261410,Logic,Divine hiddenness: part 1 (recent work on the hiddenness argument),https://doi.org/10.1111/phc3.12355,"Divine hiddenness: part 1 (recent work on the hiddenness argument)""."
