المفهوم الأكاديمي,رابط المفهوم على سمارتيكل,التخصص الفرعي,عنوان المرجع الأكاديمي,رابط المرجع المباشر,التوثيق المنسق
أنثروبولوجيا الدين: الأسطورة والرمز والوظائف الثقافية للإيمان,https://smarticle.tech/ar/article/anthropology-of-religion-myth-symbol-and-the-cultural-functions-of-belief-202605180228,Religious Studies,Tristes Tropiques,https://archive.org/details/tristestropiques000177mbp,Tristes Tropiques. بقلم Claude Lévi-Strauss، Wang zhi ming. (1955). — hutchinson of london. ردمك: 9780679602460
أنثروبولوجيا الدين: الأسطورة والرمز والوظائف الثقافية للإيمان,https://smarticle.tech/ar/article/anthropology-of-religion-myth-symbol-and-the-cultural-functions-of-belief-202605180228,Religious Studies,The golden bough,https://archive.org/details/goldenboughvolxi029849mbp,"The golden bough. بقلم James George Frazer، Theodor Herzl Gaster، George W. Stocking. (1890). — Collier Books, Macmillan Publishing Company. ردمك: 0141194014"
أنثروبولوجيا الدين: الأسطورة والرمز والوظائف الثقافية للإيمان,https://smarticle.tech/ar/article/anthropology-of-religion-myth-symbol-and-the-cultural-functions-of-belief-202605180228,Religious Studies,An essay on man,https://archive.org/details/essayonman00pope_1,"An essay on man. بقلم Alexander Pope. (1733). — Printed and sold by J. Douglass M'Dougall, on the west side of the Great-Bridge. ردمك: 1385452897"
أنثروبولوجيا الدين: الأسطورة والرمز والوظائف الثقافية للإيمان,https://smarticle.tech/ar/article/anthropology-of-religion-myth-symbol-and-the-cultural-functions-of-belief-202605180228,Religious Studies,Summa Theologica,https://archive.org/details/ITheSummaTheologicaOfStThomas,"Summa Theologica. بقلم Thomas Aquinas، Kennedy, Daniel Joseph, 1862-1930. (1467). — Prentice Hall. ردمك: 9780521029445"
أنثروبولوجيا الدين: الأسطورة والرمز والوظائف الثقافية للإيمان,https://smarticle.tech/ar/article/anthropology-of-religion-myth-symbol-and-the-cultural-functions-of-belief-202605180228,Religious Studies,Custom and myth,https://archive.org/details/custommyth0000andr,"Custom and myth. بقلم Andrew Lang. (1884). — Kessinger Publishing, LLC. ردمك: 0344341097"
أنثروبولوجيا الدين: الأسطورة والرمز والوظائف الثقافية للإيمان,https://smarticle.tech/ar/article/anthropology-of-religion-myth-symbol-and-the-cultural-functions-of-belief-202605180228,Religious Studies,Totem et Taboo,https://archive.org/details/bwb_T4-BBS-939,Totem et Taboo. بقلم Sigmund Freud. (1919). — New Republic. ردمك: 0343270641
أنثروبولوجيا الدين: الأسطورة والرمز والوظائف الثقافية للإيمان,https://smarticle.tech/ar/article/anthropology-of-religion-myth-symbol-and-the-cultural-functions-of-belief-202605180228,Religious Studies,From Ritual to Romance,https://archive.org/details/fromritualtoroma00robe,From Ritual to Romance. بقلم Jessie L. Weston. (1920). — Chivers Press. ردمك: 9780385093347
أنثروبولوجيا الدين: الأسطورة والرمز والوظائف الثقافية للإيمان,https://smarticle.tech/ar/article/anthropology-of-religion-myth-symbol-and-the-cultural-functions-of-belief-202605180228,Religious Studies,Myth and ritual in Christianity,https://archive.org/details/mythritualinchri00watt,Myth and ritual in Christianity. بقلم Alan Watts. (1953). — Grove press. ردمك: 9780353307421
الأخلاقيات الدينية المقارنة: الأطر الأخلاقية عبر التقاليد.,https://smarticle.tech/ar/article/comparative-religious-ethics-moral-frameworks-across-traditions-202605180238,Comparative Religion,Bible,https://archive.org/details/holybiblesoarran01unse,Bible. بقلم Bible. (1200). — E.F. Backus. ردمك: 0564069019
الأخلاقيات الدينية المقارنة: الأطر الأخلاقية عبر التقاليد.,https://smarticle.tech/ar/article/comparative-religious-ethics-moral-frameworks-across-traditions-202605180238,Comparative Religion,Summa Theologica,https://archive.org/details/ITheSummaTheologicaOfStThomas,"Summa Theologica. بقلم Thomas Aquinas، Kennedy, Daniel Joseph, 1862-1930. (1467). — Prentice Hall. ردمك: 9780521029445"
الأخلاقيات الدينية المقارنة: الأطر الأخلاقية عبر التقاليد.,https://smarticle.tech/ar/article/comparative-religious-ethics-moral-frameworks-across-traditions-202605180238,Comparative Religion,Die protestantische Ethik und der Geist des Kapitalismus,https://archive.org/details/protestantethics00webe,Die protestantische Ethik und der Geist des Kapitalismus. بقلم Max Weber. (1700). — BN Publishing. ردمك: 9788420669465
الأخلاقيات الدينية المقارنة: الأطر الأخلاقية عبر التقاليد.,https://smarticle.tech/ar/article/comparative-religious-ethics-moral-frameworks-across-traditions-202605180238,Comparative Religion,The Ethics of War in Asian Civilizations,https://openlibrary.org/works/OL5961623W,The Ethics of War in Asian Civilizations. بقلم Torkel Brekke. (2005). — ROUTLEDGE. ردمك: 0203482212
الأخلاقيات الدينية المقارنة: الأطر الأخلاقية عبر التقاليد.,https://smarticle.tech/ar/article/comparative-religious-ethics-moral-frameworks-across-traditions-202605180238,Comparative Religion,Religion and development: integral ecology and the Catholic Church Amazon Synod,https://doi.org/10.1080/01436597.2021.1948324,"Séverine Deneulin. ""Religion and development: integral ecology and the Catholic Church Amazon Synod"". semantic_scholar_foundational, 2021."
الأخلاقيات الدينية المقارنة: الأطر الأخلاقية عبر التقاليد.,https://smarticle.tech/ar/article/comparative-religious-ethics-moral-frameworks-across-traditions-202605180238,Comparative Religion,The world religions paradigm: Why context matters in religious studies,https://doi.org/10.1177/20503032241226966,"Beverly Vencatsamy. ""The world religions paradigm: Why context matters in religious studies"". semantic_scholar_foundational, 2024."
الأخلاقيات الدينية المقارنة: الأطر الأخلاقية عبر التقاليد.,https://smarticle.tech/ar/article/comparative-religious-ethics-moral-frameworks-across-traditions-202605180238,Comparative Religion,Religious Approaches to Bioethical Reasoning: Bridging Values and Ethics,https://doi.org/10.61707/r82s9z49,"Mustafa Osman I. Elamin. ""Religious Approaches to Bioethical Reasoning: Bridging Values and Ethics"". semantic_scholar_foundational, 2024."
الأخلاقيات الدينية المقارنة: الأطر الأخلاقية عبر التقاليد.,https://smarticle.tech/ar/article/comparative-religious-ethics-moral-frameworks-across-traditions-202605180238,Comparative Religion,The Role of Religious Norms in the Formation of Legal Systems: The Theological Foundations of Law in Different World Religions,https://doi.org/10.46222/pharosjot.106.3029,"Andrejs Vilks, Aldona Kipāne, Anatolijs Kriviņš. ""The Role of Religious Norms in the Formation of Legal Systems: The Theological Foundations of Law in Different World Religions"". semantic_scholar_foundational, 2025."
الحوار بين الأديان: التاريخ، اللاهوت، والجهود المعاصرة.,https://smarticle.tech/ar/article/interfaith-dialogue-history-theology-and-contemporary-efforts-202605180247,Comparative Religion,Marius the Epicurean,https://archive.org/details/mariusepicureanh0000walt_k7k1,Marius the Epicurean. بقلم Walter Pater. (1885). — J. M. Dent. ردمك: 9781162618241
الحوار بين الأديان: التاريخ، اللاهوت، والجهود المعاصرة.,https://smarticle.tech/ar/article/interfaith-dialogue-history-theology-and-contemporary-efforts-202605180247,Comparative Religion,Nathan der Weise,https://archive.org/details/nathanwisedramat00lessiala,Nathan der Weise. بقلم Gotthold Ephraim Lessing. (1779). — Verlag Klaus Wagenbach. ردمك: 1604245034
الحوار بين الأديان: التاريخ، اللاهوت، والجهود المعاصرة.,https://smarticle.tech/ar/article/interfaith-dialogue-history-theology-and-contemporary-efforts-202605180247,Comparative Religion,Zwei Glaubensweisen,https://archive.org/details/twotypesoffaith0000mart,Zwei Glaubensweisen. بقلم Martin Buber. (1950). — Harper & Row. ردمك: 9788370063887
الحوار بين الأديان: التاريخ، اللاهوت، والجهود المعاصرة.,https://smarticle.tech/ar/article/interfaith-dialogue-history-theology-and-contemporary-efforts-202605180247,Comparative Religion,After the absolute,https://archive.org/details/afterabsolutedia0000swid,After the absolute. بقلم Leonard J. Swidler. (1990). — Augsburg Fortress Publishers. ردمك: 9780800624231
الحوار بين الأديان: التاريخ، اللاهوت، والجهود المعاصرة.,https://smarticle.tech/ar/article/interfaith-dialogue-history-theology-and-contemporary-efforts-202605180247,Comparative Religion,Pub Theology,https://archive.org/details/pubtheologybeerc0000berg,Pub Theology. بقلم Bryan Berghoef. (2012). — Wipf & Stock Pub. ردمك: 9781610974226
الحوار بين الأديان: التاريخ، اللاهوت، والجهود المعاصرة.,https://smarticle.tech/ar/article/interfaith-dialogue-history-theology-and-contemporary-efforts-202605180247,Comparative Religion,Interfaith Dialogue and Comparative Theology,https://doi.org/10.5040/9781472549464.ch-001,"الحوار بين الأديان واللاهوت المقارن. ""الحوار بين الأديان واللاهوت المقارن"". *Crossref*، 2016."
الحوار بين الأديان: التاريخ، اللاهوت، والجهود المعاصرة.,https://smarticle.tech/ar/article/interfaith-dialogue-history-theology-and-contemporary-efforts-202605180247,Comparative Religion,Part Three. Interfaith Engagement: Theology and Future of Dialogue,https://doi.org/10.3726/978-3-0351-0016-7/7,التفاعل بين الأديان: لاهوت ومستقبل الحوار. *Crossref*، 2012.
الحوار بين الأديان: التاريخ، اللاهوت، والجهود المعاصرة.,https://smarticle.tech/ar/article/interfaith-dialogue-history-theology-and-contemporary-efforts-202605180247,Comparative Religion,Part Three. Interfaith Engagement: Theology and Future of Dialogue 297,https://doi.org/10.3726/978-3-0351-0016-7/72,"الجزء الثالث. ""التفاعل بين الأديان: لاهوت ومستقبل الحوار 297"". *Crossref*، 2012."
الحوار بين الأديان: التاريخ، اللاهوت، والجهود المعاصرة.,https://smarticle.tech/ar/article/interfaith-dialogue-history-theology-and-contemporary-efforts-202605180247,Comparative Religion,"Buddhist-Christian Dialogue in the Context of the Three Classic Theologies of Religions—Exclusivism, Inclusivism, and Pluralism—and Comparative Theolo",https://doi.org/10.2307/j.ctt1cgf201.5,"الحوار البوذي المسيحي في سياق الأديان الثلاث الكلاسيكية—الاستثنائية، الشمولية، والتعددية—واللاهوت المقارن كنهج جديد في الحوار بين الأديان. ""الحوار البوذي المسيحي في سياق الأديان الثلاث الكلاسيكية—الاستثنائية، الشمولية، والتعددية—واللاهوت المقارن كنهج جديد في الحوار بين الأديان"". *Crossref*، 2015."
الحوار بين الأديان: التاريخ، اللاهوت، والجهود المعاصرة.,https://smarticle.tech/ar/article/interfaith-dialogue-history-theology-and-contemporary-efforts-202605180247,Comparative Religion,The Orthodox Church in the Contemporary Ecumenical Dialogue,https://doi.org/10.1111/erev.12587,"واسموث، جنيفر. ""الكنيسة الأرثوذكسية في الحوار المسكوني المعاصر"". *Crossref*، 2021."
الصوفية عبر التقاليد: الصوفية، الصوفية المسيحية، والزن البوذية.,https://smarticle.tech/ar/article/mysticism-across-traditions-sufism-christian-mysticism-and-zen-buddhism-202605180255,Comparative Religion,Noche oscura del alma,https://archive.org/details/TheDarkNightOfTheSoul1908,Noche oscura del alma. بقلم John of the Cross. (1905). — Dover Publications. ردمك: 9780385029308
الصوفية عبر التقاليد: الصوفية، الصوفية المسيحية، والزن البوذية.,https://smarticle.tech/ar/article/mysticism-across-traditions-sufism-christian-mysticism-and-zen-buddhism-202605180255,Comparative Religion,Castillo interior o las moradas,https://archive.org/details/interiorcastle0000unse,Castillo interior o las moradas. بقلم Teresa of Avila، F. Benedict Zimmerman، The Beneditines Of Stanbrokk. (1882). — Image. ردمك: 9781573222488
الصوفية عبر التقاليد: الصوفية، الصوفية المسيحية، والزن البوذية.,https://smarticle.tech/ar/article/mysticism-across-traditions-sufism-christian-mysticism-and-zen-buddhism-202605180255,Comparative Religion,Libro de la vida,https://archive.org/details/lifeofsaintteres00tereuoft,Libro de la vida. بقلم Teresa of Avila. (1852). — Thomas Baker. ردمك: 9780385011099
الصوفية عبر التقاليد: الصوفية، الصوفية المسيحية، والزن البوذية.,https://smarticle.tech/ar/article/mysticism-across-traditions-sufism-christian-mysticism-and-zen-buddhism-202605180255,Comparative Religion,Camino de perfección [por] Santa Teresa de Jesús,https://archive.org/details/wayofperfection00tere_0,Camino de perfección [por] Santa Teresa de Jesús. بقلم Teresa of Avila، E. Allison Peers. (1632). — Burns Oates. ردمك: 1557256411
الصوفية عبر التقاليد: الصوفية، الصوفية المسيحية، والزن البوذية.,https://smarticle.tech/ar/article/mysticism-across-traditions-sufism-christian-mysticism-and-zen-buddhism-202605180255,Comparative Religion,Imitation of Christ,https://archive.org/details/christianspatter00thom,Imitation of Christ. بقلم Thomas à Kempis، Jérôme de Gonnelieu، Richard Challoner. (1568). — Gould and Lincoln. ردمك: 0665503814
الصوفية عبر التقاليد: الصوفية، الصوفية المسيحية، والزن البوذية.,https://smarticle.tech/ar/article/mysticism-across-traditions-sufism-christian-mysticism-and-zen-buddhism-202605180255,Comparative Religion,Tao te Ching,https://archive.org/details/sayingsoflaotzu00laoz,Tao te Ching. بقلم 老子. (1842). — Distributed in the United States by Random House. ردمك: 9783982529721
الصوفية عبر التقاليد: الصوفية، الصوفية المسيحية، والزن البوذية.,https://smarticle.tech/ar/article/mysticism-across-traditions-sufism-christian-mysticism-and-zen-buddhism-202605180255,Comparative Religion,Christian and Zen Contemplative Practices: The “Mysticism” of Evelyn Underhill and D. T. Suzuki,https://doi.org/10.1353/ecu.2023.0005,"كيم، تايهون. ""الممارسات التأملية المسيحية والزينية: 'التصوف' لإيفلين أندرهيل ود. ت. سوزوكي"". *semantic_scholar_foundational*، 2023."
الصوفية عبر التقاليد: الصوفية، الصوفية المسيحية، والزن البوذية.,https://smarticle.tech/ar/article/mysticism-across-traditions-sufism-christian-mysticism-and-zen-buddhism-202605180255,Comparative Religion,Revealing the Sanctity of the Eternal Cosmic Hierarchy: A Comparative Analysis of Javanese Mysticism and Islamic Sufism,https://doi.org/10.15642/teosofi.2023.13.2.232-260,"وارياني فجار رياتو. ""كشف قدسية التسلسل الكوني الأزلي: تحليل مقارن للتصوف الجاوي والتصوف الإسلامي"". *تيوسوفي*، 2023."
الصوفية عبر التقاليد: الصوفية، الصوفية المسيحية، والزن البوذية.,https://smarticle.tech/ar/article/mysticism-across-traditions-sufism-christian-mysticism-and-zen-buddhism-202605180255,Comparative Religion,The Concept of Insan Kamil (Perfect Man) in Sufi Mysticism: A Comparative Study with the Last Man and Democratic Man in Nietzsche and Rawls' Political,https://doi.org/10.47310/sjahss.2023.v03i01.002,"شافيو ألدو. ""مفهوم الإنسان الكامل (الإنسان الكامل) في التصوف الصوفي: دراسة مقارنة مع الإنسان الأخير والإنسان الديمقراطي في الفكر السياسي لنيتشه وروولز"". *semantic_scholar_foundational*، 2023."
الصوفية عبر التقاليد: الصوفية، الصوفية المسيحية، والزن البوذية.,https://smarticle.tech/ar/article/mysticism-across-traditions-sufism-christian-mysticism-and-zen-buddhism-202605180255,Comparative Religion,A Collaboration of Mystic Trends: The Concept of Soul and Love in Platonism and Sufism,https://doi.org/10.64984/ijcd.1.2.2024.04,"خان، أ. ""تعاون الاتجاهات الصوفية: مفهوم الروح والحب في الأفلاطونية والتصوف"". *semantic_scholar_foundational*، 2025."
استدامة العمارة بين الماضي والحاضر (استدامة الأماكن المقدسة الإسلامية والمسيحية).,https://smarticle.tech/ar/article/the-sustainability-of-architecture-between-the-past-and-the-present-sustain-202605251213,Comparative Religion,The sustainability of architecture between the past and the present ( sustainability of the Islamic and Christian places of worship),https://doi.org/10.21608/jsos.2022.154952.1276,"""استدامة العمارة بين الماضي والحاضر (استدامة أماكن العبادة الإسلامية والمسيحية)"". دواج، 2023."
استدامة العمارة بين الماضي والحاضر (استدامة الأماكن المقدسة الإسلامية والمسيحية).,https://smarticle.tech/ar/article/the-sustainability-of-architecture-between-the-past-and-the-present-sustain-202605251213,Comparative Religion,ISLAMIC RELIGIOUS TRADITION AS A FACTOR OF SUSTAINABLE DEVELOPMENT,https://doi.org/10.46320/2073-4506-2023-3/1-1-15-21,"""التقاليد الدينية الإسلامية كعامل من عوامل التنمية المستدامة""."
استدامة العمارة بين الماضي والحاضر (استدامة الأماكن المقدسة الإسلامية والمسيحية).,https://smarticle.tech/ar/article/the-sustainability-of-architecture-between-the-past-and-the-present-sustain-202605251213,Comparative Religion,An Analysis of the Expansion of the Mosque of the Prophet (?) by Caliph ‘Umar B. al-Khatab ( “ ) (d. 24 A.H./744 C.E.),https://hamdardislamicus.com.pk/index.php/hi/article/view/122,"""تحليل لتوسعة مسجد النبي (صلى الله عليه وسلم) على يد الخليفة عمر بن الخطاب (رضي الله عنه) (ت 24 هـ / 744 م)""."
استدامة العمارة بين الماضي والحاضر (استدامة الأماكن المقدسة الإسلامية والمسيحية).,https://smarticle.tech/ar/article/the-sustainability-of-architecture-between-the-past-and-the-present-sustain-202605251213,Comparative Religion,The Recessed Arched Mihrab Design: An Identity Marker in the Formation of Art in the Zand Era,https://doi.org/10.22070/negareh.2023.18209.3282,"""تصميم المحراب المقنطر الغائر: علامة هوية في تشكيل الفن في عصر الزند""."
استدامة العمارة بين الماضي والحاضر (استدامة الأماكن المقدسة الإسلامية والمسيحية).,https://smarticle.tech/ar/article/the-sustainability-of-architecture-between-the-past-and-the-present-sustain-202605251213,Comparative Religion,Green building evaluation in historical buildings: The case of Sveti Stefan Church (Bulgarian Church),https://doi.org/10.31462/icearc2025_a_aen_771,"""تقييم البناء الأخضر في المباني التاريخية: حالة كنيسة سفيتي ستيفان (الكنيسة البلغارية)""."
تداعيات قانونية لتصنيف قضايا التحول الجنسي في منظور الشريعة الإسلامية.,https://smarticle.tech/ar/article/implikasi-hukum-penetapan-kasus-ganti-kelamin-dalam-perspektif-hukum-islam-202605251220,Islam,Implikasi Hukum Penetapan Kasus Ganti Kelamin dalam Perspektif Hukum Islam,https://doi.org/10.20961/jolsic.v11i2.77760,"Implikasi Hukum Penetapan Kasus Ganti Kelamin dalam Perspektif Hukum Islam. ""Implikasi Hukum Penetapan Kasus Ganti Kelamin dalam Perspektif Hukum Islam"". doaj, 2023."
تداعيات قانونية لتصنيف قضايا التحول الجنسي في منظور الشريعة الإسلامية.,https://smarticle.tech/ar/article/implikasi-hukum-penetapan-kasus-ganti-kelamin-dalam-perspektif-hukum-islam-202605251220,Islam,ANALISIS PEMBAGIAN HARTA WARIS BAGI PELAKU GANTI KELAMIN: KAJIAN HUKUM PERDATA DAN HUKUM ISLAM,https://doi.org/10.26623/slr.v5i2.10620,ANALISIS PEMBAGIAN HARTA WARIS BAGI PELAKU GANTI KELAMIN: KAJIAN HUKUM PERDATA DAN HUKUM ISLAM.
تداعيات قانونية لتصنيف قضايا التحول الجنسي في منظور الشريعة الإسلامية.,https://smarticle.tech/ar/article/implikasi-hukum-penetapan-kasus-ganti-kelamin-dalam-perspektif-hukum-islam-202605251220,Islam,"Perspektif Hukum Islam, Hukum Positif dan Mahasiswa Progam Studi PAI UIN Malang tentang Ganti Kelamin",https://doi.org/10.58578/yasin.v4i6.4330,"Perspektif Hukum Islam, Hukum Positif dan Mahasiswa Progam Studi PAI UIN Malang tentang Ganti Kelamin."
تداعيات قانونية لتصنيف قضايا التحول الجنسي في منظور الشريعة الإسلامية.,https://smarticle.tech/ar/article/implikasi-hukum-penetapan-kasus-ganti-kelamin-dalam-perspektif-hukum-islam-202605251220,Islam,HUKUM WARIA GANTI KELAMIN MENURUT PERSPEKTIF HUKUM ISLAM DAN HUKUM PERDATA,https://doi.org/10.29062/usratuna.v4i01.255,HUKUM WARIA GANTI KELAMIN MENURUT PERSPEKTIF HUKUM ISLAM DAN HUKUM PERDATA.
تداعيات قانونية لتصنيف قضايا التحول الجنسي في منظور الشريعة الإسلامية.,https://smarticle.tech/ar/article/implikasi-hukum-penetapan-kasus-ganti-kelamin-dalam-perspektif-hukum-islam-202605251220,Islam,Kedudukan Ahli Waris Khuntsa dalam Hukum Waris Islam,https://doi.org/10.5281/zenodo.1471052,"Kedudukan Ahli Waris Khuntsa dalam Hukum Waris Islam""."
العادة محكمة: كيف يدمج الإسلام الإندونيسي الوحي مع الثقافة المحلية.,https://smarticle.tech/ar/article/al-adah-muhakkamah-how-indonesian-islam-merges-revelation-with-local-cultur-202605261347,Islam,Integration between Islamic Revelation and Local  Culture: A Study of Theology and the Indigenisation of  Islam in Indonesia,https://doi.org/10.46222/pharosjot.10527,"""التكامل بين الوحي الإسلامي والثقافة المحلية: دراسة في علم اللاهوت وتأصّل الإسلام في إندونيسيا"". دواج، 2024."
العادة محكمة: كيف يدمج الإسلام الإندونيسي الوحي مع الثقافة المحلية.,https://smarticle.tech/ar/article/al-adah-muhakkamah-how-indonesian-islam-merges-revelation-with-local-cultur-202605261347,Islam,Integration between Islamic Revelation and Local Culture: A Study of Theology and the Indigenisation of Islam in Indonesia,https://doi.org/10.46222/pharosjot.10527,"""التكامل بين الوحي الإسلامي والثقافة المحلية: دراسة في علم اللاهوت وتأصّل الإسلام في إندونيسيا""."
العادة محكمة: كيف يدمج الإسلام الإندونيسي الوحي مع الثقافة المحلية.,https://smarticle.tech/ar/article/al-adah-muhakkamah-how-indonesian-islam-merges-revelation-with-local-cultur-202605261347,Islam,Integration of Multicultural Islamic Religious Education in Inclusive Learning Practices Based on Local Culture,https://doi.org/10.21070/halaqa.v10i1.1848,"""تكامل التربية الدينية الإسلامية متعددة الثقافات في الممارسات التعليمية الشاملة بناءً على الثقافة المحلية""."
العادة محكمة: كيف يدمج الإسلام الإندونيسي الوحي مع الثقافة المحلية.,https://smarticle.tech/ar/article/al-adah-muhakkamah-how-indonesian-islam-merges-revelation-with-local-cultur-202605261347,Islam,Islamic College and Local Culture: Internalization and Integration,https://doi.org/10.21043/edukasia.v16i1.10086,"""الكلية الإسلامية والثقافة المحلية: التثاقف والتكامل""."
العادة محكمة: كيف يدمج الإسلام الإندونيسي الوحي مع الثقافة المحلية.,https://smarticle.tech/ar/article/al-adah-muhakkamah-how-indonesian-islam-merges-revelation-with-local-cultur-202605261347,Islam,INTEGRATION BETWEEN REASON AND REVELATION IN THE GROUNDING OF ISLAMIC LAW IN THE CONTEMPORARY ERA,https://doi.org/10.30863/aldustur.v7i2.7704,"""التكامل بين العقل والوحي في تأصيل الفقه الإسلامي في العصر المعاصر""."
العادة محكمة: كيف يدمج الإسلام الإندونيسي الوحي مع الثقافة المحلية.,https://smarticle.tech/ar/article/al-adah-muhakkamah-how-indonesian-islam-merges-revelation-with-local-cultur-202605261347,Islam,Renegotiating the Islam and Development-Nexus in Indonesia: Fikih Peradaban as a Middle Ground between Local and Global Development Paradigms,https://doi.org/10.47776/islamnusantara.v4i2.690,"""إعادة التفاوض حول العلاقة بين الإسلام والتنمية في إندونيسيا: فقه الحضارة كحل وسط بين أنماط التنمية المحلية والعالمية""."
اللاهوت الإسلامي التحرري يحشد الشباب ضد السحر أو الشعوذة.,https://smarticle.tech/ar/article/emancipative-islamic-theology-mobilizing-youth-against-shamanism-202605261358,Islam,Emancipative Islamic theology and Hifz Al-Din: Muslim youth resistance against shamanism,https://doi.org/10.4102/hts.v79i1.8338,علم اللاهوت الإسلامي التحرري وحفظ الدين: مقاومة الشباب المسلم للشعوذة. دراسات إتش إس تي اللاهوتية / الدراسات اللاهوتية، 2023.
اللاهوت الإسلامي التحرري يحشد الشباب ضد السحر أو الشعوذة.,https://smarticle.tech/ar/article/emancipative-islamic-theology-mobilizing-youth-against-shamanism-202605261358,Islam,Protecting the Religion (Maqsad Hifz al-Din) In Malaysian Political Islam: A Preliminary Analysis,https://doi.org/10.52282/icr.v7i3.250,حماية الدين (مقصد حفظ الدين) في الإسلام السياسي الماليزي: تحليل أولي.
كيف يوحد ديباك شوبرا وملا صدرا الفيزياء الكمومية والتصوف الإسلامي.,https://smarticle.tech/ar/article/how-deepak-chopra-and-mulla-sadra-unite-quantum-physics-and-islamic-mystici-202605261421,Islam,A Critical Approach to Human Position in the Universe from the Perspectives of Deepak Chopra Based on Mulla Sadra's Thoughts,https://doi.org/10.22034/imjpl.2023.16048.1100,"""A Critical Approach to Human Position in the Universe from the Perspectives of Deepak Chopra Based on Mulla Sadra's Thoughts"". doaj, 2023."
كيف يوحد ديباك شوبرا وملا صدرا الفيزياء الكمومية والتصوف الإسلامي.,https://smarticle.tech/ar/article/how-deepak-chopra-and-mulla-sadra-unite-quantum-physics-and-islamic-mystici-202605261421,Islam,Procedural Scene Programs for Open-Universe Scene Generation: LLM-Free Error Correction via Program Search,https://arxiv.org/abs/2510.16147,"""Procedural Scene Programs for Open-Universe Scene Generation: LLM-Free Error Correction via Program Search"". , ."
كيف يوحد ديباك شوبرا وملا صدرا الفيزياء الكمومية والتصوف الإسلامي.,https://smarticle.tech/ar/article/how-deepak-chopra-and-mulla-sadra-unite-quantum-physics-and-islamic-mystici-202605261421,Islam,"Disparity, Inequality, and Accuracy Tradeoffs in Graph Neural Networks for Node Classification",https://arxiv.org/abs/2308.09596,"""Disparity, Inequality, and Accuracy Tradeoffs in Graph Neural Networks for Node Classification"". , ."
كيف يوحد ديباك شوبرا وملا صدرا الفيزياء الكمومية والتصوف الإسلامي.,https://smarticle.tech/ar/article/how-deepak-chopra-and-mulla-sadra-unite-quantum-physics-and-islamic-mystici-202605261421,Islam,Measuring the spatial Acuity of vibrotactile Stimuli: A new Approach to determine universal and individual Thresholds,https://arxiv.org/abs/2308.05497,"""Measuring the spatial Acuity of vibrotactile Stimuli: A new Approach to determine universal and individual Thresholds"". , ."
كيف يوحد ديباك شوبرا وملا صدرا الفيزياء الكمومية والتصوف الإسلامي.,https://smarticle.tech/ar/article/how-deepak-chopra-and-mulla-sadra-unite-quantum-physics-and-islamic-mystici-202605261421,Islam,JailbreaksOverTime: Detecting Jailbreak Attacks Under Distribution Shift,https://arxiv.org/abs/2504.19440,"""JailbreaksOverTime: Detecting Jailbreak Attacks Under Distribution Shift"". , ."
كيف يوحد ديباك شوبرا وملا صدرا الفيزياء الكمومية والتصوف الإسلامي.,https://smarticle.tech/ar/article/how-deepak-chopra-and-mulla-sadra-unite-quantum-physics-and-islamic-mystici-202605261421,Islam,An Epistemological Universe for Social Intervention: Toward a Relational-Critical Approach,https://doi.org/10.1080/10428232.2025.2516382,"""An Epistemological Universe for Social Intervention: Toward a Relational-Critical Approach"". , ."
دور الأنظمة المعتقدية وسوء الفهم في سياسات السياحة الحلال: أدلة من إندونيسيا.,https://smarticle.tech/ar/article/the-role-of-belief-systems-and-misperceptions-in-halal-tourism-policy-evide-202605281429,Islam,The role of belief systems and misperceptions in halal tourism policy: evidences from Indonesia,https://doi.org/10.1080/23311886.2024.2352915,"The role of belief systems and misperceptions in halal tourism policy: evidences from Indonesia. doaj, 2024."
دور الأنظمة المعتقدية وسوء الفهم في سياسات السياحة الحلال: أدلة من إندونيسيا.,https://smarticle.tech/ar/article/the-role-of-belief-systems-and-misperceptions-in-halal-tourism-policy-evide-202605281429,Islam,"Halal Tourism: The Development of Sharia Tourism in Baturraden Banyumas, Indonesia",https://doi.org/10.53639/ijssr.v4i3.194,"""Halal Tourism: The Development of Sharia Tourism in Baturraden Banyumas, Indonesia"". , ."
دور الأنظمة المعتقدية وسوء الفهم في سياسات السياحة الحلال: أدلة من إندونيسيا.,https://smarticle.tech/ar/article/the-role-of-belief-systems-and-misperceptions-in-halal-tourism-policy-evide-202605281429,Islam,The Role of Good Corporate Governance and Islamic Business Ethics in Improving The Halal Industry in The Islamic Tourism Sector in Indonesia,https://doi.org/10.30983/iciefs.v3i1.893,"The Role of Good Corporate Governance and Islamic Business Ethics in Improving The Halal Industry in The Islamic Tourism Sector in Indonesia""."
دور الأنظمة المعتقدية وسوء الفهم في سياسات السياحة الحلال: أدلة من إندونيسيا.,https://smarticle.tech/ar/article/the-role-of-belief-systems-and-misperceptions-in-halal-tourism-policy-evide-202605281429,Islam,A framework of halal certification practices for hotel industry,https://doi.org/10.5539/ass.v9n11p316,"""A framework of halal certification practices for hotel industry"". , ."
